Serial,date,time of year,Year,Hour,Day off,Weekday,Workingday,Weather,Temp,Feel_Temp, Humidity,Fog Density,Foreigners,Local,Total Visitors
3096,02-08-2011,3,0,18,0,2,1,2,0.86,0.7576,1.082820974,0.34,65,491,556
3097,02-08-2011,3,0,19,0,2,1,2,0.86,0.7576,1.075699371,0.36,85,369,454
3098,02-08-2011,3,0,21,0,2,1,1,0.8,0.7424,1.007275494,0.52,53,201,254
3099,02-08-2011,3,0,22,0,2,1,2,0.78,0.7424,0.995930243,0.59,22,169,191
3100,02-08-2011,3,0,23,0,2,1,2,0.8,0.7424,0.992646378,0.49,29,103,132
3101,03-08-2011,3,0,0,0,3,1,2,0.8,0.7424,1.025159456,0.49,11,32,43
3102,03-08-2011,3,0,2,0,3,1,2,0.78,0.7121,1.040202211,0.49,2,9,11
3103,03-08-2011,3,0,3,0,3,1,2,0.76,0.697,1.082623122,0.55,0,4,4
3104,03-08-2011,3,0,4,0,3,1,2,0.76,0.697,1.119906974,0.52,0,7,7
3105,03-08-2011,3,0,5,0,3,1,2,0.76,0.697,1.139795022,0.55,2,22,24
3106,03-08-2011,3,0,6,0,3,1,3,0.72,0.6818,1.115834514,0.66,9,101,110
3107,03-08-2011,3,0,7,0,3,1,2,0.74,0.6667,1.117640891,0.51,19,252,271
3108,03-08-2011,3,0,8,0,3,1,2,0.74,0.6667,1.124589465,0.51,29,408,437
3109,03-08-2011,3,0,9,0,3,1,2,0.74,0.6818,1.131882759,0.55,23,172,195
3110,03-08-2011,3,0,10,0,3,1,3,0.74,0.6818,1.140506205,0.58,9,59,68
3111,03-08-2011,3,0,11,0,3,1,2,0.74,0.6818,0.83720871,0.58,29,93,122
3112,03-08-2011,3,0,12,0,3,1,3,0.76,0.697,1.12918833,0.55,19,142,161
3113,03-08-2011,3,0,13,0,3,1,2,0.76,0.7121,1.084169368,0.58,37,107,144
3114,03-08-2011,3,0,14,0,3,1,2,0.76,0.7121,0.97269308,0.58,43,104,147
3115,03-08-2011,3,0,17,0,3,1,2,0.7,0.6667,0.97283759,0.79,47,378,425
3116,03-08-2011,3,0,18,0,3,1,3,0.7,0.6667,0.96394312,0.84,49,443,492
3117,03-08-2011,3,0,19,0,3,1,3,0.7,0.6667,0.898349263,0.84,51,270,321
3118,03-08-2011,3,0,21,0,3,1,2,0.68,0.6364,0.925239534,0.89,7,81,88
3119,03-08-2011,3,0,22,0,3,1,3,0.68,0.6364,0.928205598,0.89,11,66,77
3120,03-08-2011,3,0,23,0,3,1,2,0.68,0.6364,0.995319708,0.89,4,52,56
3121,04-08-2011,3,0,0,0,4,1,2,0.68,0.6364,1.045838197,0.89,2,15,17
3122,04-08-2011,3,0,1,0,4,1,2,0.66,0.5909,1.052155062,0.94,3,14,17
3123,04-08-2011,3,0,2,0,4,1,2,0.66,0.5909,1.046887387,0.94,2,5,7
3124,04-08-2011,3,0,4,0,4,1,2,0.68,0.6364,1.016018618,0.89,0,7,7
3125,04-08-2011,3,0,6,0,4,1,2,0.68,0.6364,1.063039076,0.89,7,90,97
3126,04-08-2011,3,0,7,0,4,1,2,0.68,0.6364,1.124876296,0.89,11,271,282
3127,04-08-2011,3,0,8,0,4,1,2,0.7,0.6515,1.139571959,0.82,29,369,398
3128,04-08-2011,3,0,9,0,4,1,1,0.72,0.697,1.123526762,0.74,25,162,187
3129,04-08-2011,3,0,12,0,4,1,2,0.76,0.7121,1.133771019,0.62,53,152,205
3130,04-08-2011,3,0,14,0,4,1,1,0.8,0.7576,1.115928691,0.55,53,114,167
3131,04-08-2011,3,0,15,0,4,1,1,0.8,0.7576,1.131691512,0.55,50,115,165
3132,04-08-2011,3,0,16,0,4,1,1,0.76,0.7121,1.150059206,0.62,70,220,290
3133,04-08-2011,3,0,17,0,4,1,1,0.76,0.7121,1.172019338,0.62,91,464,555
3134,04-08-2011,3,0,18,0,4,1,1,0.7,0.6667,1.182643419,0.74,88,435,523
3135,04-08-2011,3,0,19,0,4,1,1,0.7,0.6667,1.221526277,0.74,65,301,366
3136,04-08-2011,3,0,20,0,4,1,2,0.7,0.6667,1.230976193,0.74,41,245,286
3137,04-08-2011,3,0,23,0,4,1,1,0.66,0.6212,1.188591254,0.74,24,108,132
3138,05-08-2011,3,0,2,0,5,1,1,0.66,0.6212,1.09451581,0.69,5,14,19
3139,05-08-2011,3,0,3,0,5,1,1,0.64,0.5909,1.110016864,0.78,0,6,6
3140,05-08-2011,3,0,4,0,5,1,1,0.64,0.5909,1.143864998,0.78,1,6,7
3141,05-08-2011,3,0,8,0,5,1,1,0.7,0.6515,1.111047223,0.65,39,415,454
3142,05-08-2011,3,0,11,0,5,1,2,0.76,0.697,1.0786044,0.52,44,103,147
3143,05-08-2011,3,0,12,0,5,1,1,0.76,0.697,1.114015819,0.52,57,159,216
3144,05-08-2011,3,0,16,0,5,1,1,0.8,0.7424,1.206393493,0.49,76,254,330
3145,05-08-2011,3,0,17,0,5,1,1,0.78,0.7121,1.271477981,0.49,84,466,550
3146,05-08-2011,3,0,18,0,5,1,1,0.76,0.697,1.285685287,0.52,105,361,466
3147,05-08-2011,3,0,19,0,5,1,1,0.74,0.6818,1.291157161,0.55,90,282,372
3148,05-08-2011,3,0,20,0,5,1,1,0.72,0.6667,1.300824075,0.58,70,221,291
3149,05-08-2011,3,0,22,0,5,1,1,0.7,0.6515,1.334303423,0.65,51,137,188
3150,06-08-2011,3,0,0,0,6,0,1,0.66,0.6061,1.320172856,0.78,29,104,133
3151,06-08-2011,3,0,3,0,6,0,2,0.66,0.6061,1.331954112,0.78,14,28,42
3152,06-08-2011,3,0,4,0,6,0,2,0.66,0.6061,1.314686455,0.83,5,5,10
3153,06-08-2011,3,0,5,0,6,0,1,0.64,0.5758,1.307870807,0.89,2,4,6
3154,06-08-2011,3,0,10,0,6,0,2,0.74,0.697,1.310573571,0.7,91,199,290
3155,06-08-2011,3,0,11,0,6,0,1,0.78,0.7424,1.347451762,0.62,138,211,349
3156,06-08-2011,3,0,12,0,6,0,1,0.8,0.7576,1.379357671,0.55,130,252,382
3157,06-08-2011,3,0,13,0,6,0,2,0.8,0.7727,1.36374529,0.59,176,265,441
3158,06-08-2011,3,0,14,0,6,0,1,0.82,0.7727,1.338699831,0.52,176,204,380
3159,06-08-2011,3,0,15,0,6,0,2,0.84,0.803,1.361005979,0.53,130,232,362
3160,06-08-2011,3,0,16,0,6,0,3,0.74,0.7121,1.352639553,0.79,155,188,343
3161,06-08-2011,3,0,17,0,6,0,3,0.74,0.7121,1.278146376,0.79,61,88,149
3162,06-08-2011,3,0,18,0,6,0,2,0.72,0.697,1.210779732,0.79,81,130,211
3163,06-08-2011,3,0,20,0,6,0,3,0.72,0.697,1.23184382,0.79,58,79,137
3164,06-08-2011,3,0,23,0,6,0,3,0.7,0.6667,1.144351489,0.84,29,79,108
3165,07-08-2011,3,0,1,0,0,0,2,0.7,0.6667,0.994141699,0.84,10,63,73
3166,07-08-2011,3,0,2,0,0,0,2,0.7,0.6667,1.03258357,0.84,18,48,66
3167,07-08-2011,3,0,4,0,0,0,1,0.7,0.6667,1.112761067,0.84,1,5,6
3168,07-08-2011,3,0,6,0,0,0,1,0.7,0.6667,1.209969564,0.89,3,10,13
3169,07-08-2011,3,0,7,0,0,0,1,0.7,0.6667,1.285082213,0.84,11,28,39
3170,07-08-2011,3,0,9,0,0,0,1,0.76,0.7424,1.265256944,0.75,82,102,184
3171,07-08-2011,3,0,12,0,0,0,1,0.9,0.8485,1.275434592,0.42,161,209,370
3172,07-08-2011,3,0,13,0,0,0,1,0.9,0.8485,1.274985753,0.42,118,206,324
3173,07-08-2011,3,0,14,0,0,0,1,0.86,0.803,1.271086057,0.47,130,192,322
3174,07-08-2011,3,0,15,0,0,0,3,0.72,0.697,1.314939838,0.74,118,208,326
3175,07-08-2011,3,0,17,0,0,0,3,0.74,0.7121,1.390619653,0.74,63,131,194
3176,07-08-2011,3,0,19,0,0,0,1,0.72,0.697,1.391131918,0.79,68,160,228
3177,07-08-2011,3,0,21,0,0,0,1,0.72,0.7121,1.411327732,0.84,36,100,136
3178,07-08-2011,3,0,22,0,0,0,1,0.7,0.6667,1.40721464,0.89,21,82,103
3179,07-08-2011,3,0,23,0,0,0,1,0.7,0.6667,1.380293707,0.79,12,43,55
3180,08-08-2011,3,0,1,0,1,1,1,0.68,0.6364,1.410011972,0.83,4,8,12
3181,08-08-2011,3,0,2,0,1,1,1,0.66,0.5909,1.386262803,0.89,4,3,7
3182,08-08-2011,3,0,3,0,1,1,1,0.66,0.5909,1.383418095,0.89,1,0,1
3183,08-08-2011,3,0,8,0,1,1,1,0.74,0.6818,1.377377956,0.58,29,320,349
3184,08-08-2011,3,0,10,0,1,1,1,0.8,0.7424,1.392235327,0.52,62,62,124
3185,08-08-2011,3,0,12,0,1,1,1,0.82,0.7576,1.397023744,0.46,48,134,182
3186,08-08-2011,3,0,14,0,1,1,1,0.82,0.7424,1.122650152,0.43,41,109,150
3187,08-08-2011,3,0,15,0,1,1,1,0.84,0.7576,1.089553355,0.41,40,86,126
3188,08-08-2011,3,0,16,0,1,1,1,0.86,0.7727,1.112547671,0.39,64,218,282
3189,08-08-2011,3,0,17,0,1,1,1,0.86,0.7727,1.106479177,0.39,67,460,527
3190,08-08-2011,3,0,18,0,1,1,1,0.84,0.7576,1.151735348,0.41,64,465,529
3191,08-08-2011,3,0,19,0,1,1,1,0.82,0.7424,1.209166078,0.43,64,352,416
3192,08-08-2011,3,0,21,0,1,1,1,0.76,0.7121,1.148345599,0.58,30,156,186
3193,08-08-2011,3,0,23,0,1,1,1,0.74,0.697,1.341292636,0.66,19,53,72
3194,09-08-2011,3,0,0,0,2,1,1,0.72,0.697,1.494908559,0.79,10,25,35
3195,09-08-2011,3,0,3,0,2,1,1,0.72,0.6818,1.507852436,0.62,0,3,3
3196,09-08-2011,3,0,5,0,2,1,1,0.7,0.6515,1.483133728,0.65,5,25,30
3197,09-08-2011,3,0,6,0,2,1,1,0.72,0.6667,1.503390327,0.64,6,95,101
3198,09-08-2011,3,0,7,0,2,1,1,0.72,0.697,1.536978535,0.74,30,313,343
3199,09-08-2011,3,0,8,0,2,1,1,0.74,0.697,1.592949144,0.66,40,352,392
3200,09-08-2011,3,0,10,0,2,1,2,0.8,0.7727,1.608003495,0.59,55,89,144
3201,09-08-2011,3,0,13,0,2,1,1,0.84,0.7879,1.594713009,0.49,48,127,175
3202,09-08-2011,3,0,16,0,2,1,1,0.86,0.7727,1.620985512,0.39,57,228,285
3203,09-08-2011,3,0,17,0,2,1,1,0.8,0.7576,1.607338338,0.55,79,453,532
3204,09-08-2011,3,0,18,0,2,1,1,0.8,0.7576,1.575487225,0.55,97,488,585
3205,09-08-2011,3,0,19,0,2,1,1,0.8,0.7424,1.541756001,0.49,69,302,371
3206,09-08-2011,3,0,23,0,2,1,1,0.76,0.6818,1.559258137,0.48,22,53,75
3207,10-08-2011,3,0,1,0,3,1,1,0.72,0.6667,1.572220409,0.54,7,10,17
3208,10-08-2011,3,0,2,0,3,1,1,0.72,0.6667,1.573545911,0.54,1,10,11
3209,10-08-2011,3,0,3,0,3,1,1,0.7,0.6515,1.561359515,0.58,1,3,4
3210,10-08-2011,3,0,4,0,3,1,1,0.7,0.6515,1.437320728,0.54,1,4,5
3211,10-08-2011,3,0,8,0,3,1,1,0.74,0.6667,1.384918841,0.51,38,361,399
3212,10-08-2011,3,0,9,0,3,1,1,0.76,0.6818,1.275879513,0.48,32,148,180
3213,10-08-2011,3,0,10,0,3,1,1,0.8,0.7273,1.200299769,0.43,41,72,113
3214,10-08-2011,3,0,14,0,3,1,1,0.84,0.7273,1.182990341,0.34,62,116,178
3215,10-08-2011,3,0,16,0,3,1,1,0.86,0.7424,1.168406448,0.26,76,206,282
3216,10-08-2011,3,0,17,0,3,1,1,0.84,0.7121,1.288209218,0.26,71,513,584
3217,10-08-2011,3,0,18,0,3,1,1,0.82,0.7121,1.368022151,0.28,70,489,559
3218,10-08-2011,3,0,19,0,3,1,1,0.8,0.697,1.322292486,0.26,79,334,413
3219,10-08-2011,3,0,20,0,3,1,1,0.76,0.6667,1.367980396,0.31,59,253,312
3220,10-08-2011,3,0,21,0,3,1,1,0.76,0.6667,1.44331918,0.33,47,162,209
3221,10-08-2011,3,0,22,0,3,1,1,0.74,0.6515,1.51438891,0.37,17,122,139
3222,10-08-2011,3,0,23,0,3,1,1,0.74,0.6515,1.558103741,0.37,14,94,108
3223,11-08-2011,3,0,1,0,4,1,1,0.7,0.6364,1.492093573,0.45,9,17,26
3224,11-08-2011,3,0,2,0,4,1,1,0.66,0.6212,1.483474393,0.54,3,8,11
3225,11-08-2011,3,0,4,0,4,1,1,0.64,0.6212,1.480324312,0.57,1,4,5
3226,11-08-2011,3,0,5,0,4,1,1,0.64,0.6212,1.495326659,0.61,2,23,25
3227,11-08-2011,3,0,8,0,4,1,1,0.7,0.6364,1.480133304,0.45,29,361,390
3228,11-08-2011,3,0,9,0,4,1,1,0.72,0.6515,1.485158641,0.39,31,166,197
3229,11-08-2011,3,0,10,0,4,1,1,0.74,0.6515,1.461498721,0.37,36,96,132
3230,11-08-2011,3,0,11,0,4,1,1,0.76,0.6667,1.459261256,0.35,59,128,187
3231,11-08-2011,3,0,15,0,4,1,1,0.8,0.697,1.467462196,0.29,52,126,178
3232,11-08-2011,3,0,16,0,4,1,1,0.8,0.697,1.486618263,0.27,57,241,298
3233,11-08-2011,3,0,17,0,4,1,1,0.8,0.697,1.507062203,0.29,96,486,582
3234,11-08-2011,3,0,18,0,4,1,1,0.78,0.6818,1.436933382,0.29,74,497,571
3235,11-08-2011,3,0,19,0,4,1,1,0.74,0.6515,1.272087052,0.35,48,323,371
3236,11-08-2011,3,0,22,0,4,1,1,0.7,0.6515,1.191967424,0.48,34,123,157
3237,11-08-2011,3,0,23,0,4,1,1,0.66,0.6212,1.217334699,0.5,22,105,127
3238,12-08-2011,3,0,3,0,5,1,1,0.62,0.6212,1.180275622,0.53,0,9,9
3239,12-08-2011,3,0,5,0,5,1,1,0.6,0.6212,1.168142192,0.56,2,24,26
3240,12-08-2011,3,0,7,0,5,1,1,0.64,0.6212,1.270080113,0.44,17,247,264
3241,12-08-2011,3,0,8,0,5,1,1,0.68,0.6364,1.374279288,0.39,29,397,426
3242,12-08-2011,3,0,9,0,5,1,1,0.72,0.6515,1.392376612,0.34,27,178,205
3243,12-08-2011,3,0,11,0,5,1,1,0.76,0.6667,1.412081253,0.29,48,108,156
3244,12-08-2011,3,0,14,0,5,1,1,0.8,0.697,1.425701147,0.29,51,135,186
3245,12-08-2011,3,0,16,0,5,1,1,0.82,0.7121,1.443082362,0.28,68,266,334
3246,12-08-2011,3,0,17,0,5,1,1,0.82,0.7121,1.467982603,0.26,93,423,516
3247,12-08-2011,3,0,18,0,5,1,1,0.76,0.6818,1.468154573,0.4,89,376,465
3248,12-08-2011,3,0,19,0,5,1,1,0.74,0.6667,1.503003554,0.42,101,284,385
3249,12-08-2011,3,0,20,0,5,1,1,0.72,0.6515,1.511946271,0.42,77,210,287
3250,12-08-2011,3,0,22,0,5,1,1,0.68,0.6364,1.526889364,0.51,74,157,231
3251,13-08-2011,3,0,0,0,6,0,1,0.68,0.6364,1.526576343,0.51,15,69,84
3252,13-08-2011,3,0,1,0,6,0,2,0.68,0.6364,1.588117178,0.57,13,64,77
3253,13-08-2011,3,0,5,0,6,0,1,0.64,0.6061,1.524257475,0.73,3,15,18
3254,13-08-2011,3,0,6,0,6,0,1,0.64,0.6061,1.554597869,0.73,3,19,22
3255,13-08-2011,3,0,10,0,6,0,2,0.72,0.697,1.741914589,0.74,97,163,260
3256,13-08-2011,3,0,11,0,6,0,2,0.74,0.697,1.748027108,0.7,122,192,314
3257,13-08-2011,3,0,12,0,6,0,2,0.66,0.5909,1.679779936,0.89,175,246,421
3258,13-08-2011,3,0,13,0,6,0,2,0.74,0.7121,1.598955397,0.74,61,92,153
3259,13-08-2011,3,0,14,0,6,0,1,0.74,0.697,1.695085942,0.7,113,146,259
3260,13-08-2011,3,0,15,0,6,0,3,0.68,0.6364,1.797035818,0.79,150,208,358
3261,13-08-2011,3,0,16,0,6,0,2,0.7,0.6667,1.836999839,0.74,148,133,281
3262,13-08-2011,3,0,17,0,6,0,2,0.72,0.697,1.80871625,0.74,97,172,269
3263,13-08-2011,3,0,23,0,6,0,2,0.66,0.6061,1.696975799,0.83,25,95,120
3264,14-08-2011,3,0,1,0,0,0,3,0.64,0.5758,1.645248889,0.89,16,57,73
3265,14-08-2011,3,0,2,0,0,0,3,0.64,0.5758,1.589961076,0.89,13,49,62
3266,14-08-2011,3,0,3,0,0,0,2,0.64,0.5606,1.574530747,0.94,5,22,27
3267,14-08-2011,3,0,4,0,0,0,3,0.64,0.5606,1.577562906,0.94,1,2,3
3268,14-08-2011,3,0,6,0,0,0,2,0.64,0.5606,1.6316423,0.94,2,4,6
3269,14-08-2011,3,0,7,0,0,0,2,0.66,0.5909,1.630750689,0.89,4,20,24
3270,14-08-2011,3,0,8,0,0,0,2,0.66,0.5909,1.657297253,0.89,20,21,41
3271,14-08-2011,3,0,13,0,0,0,1,0.72,0.697,2.004190424,0.74,144,233,377
3272,14-08-2011,3,0,14,0,0,0,1,0.74,0.697,1.849509609,0.7,126,244,370
3273,14-08-2011,3,0,15,0,0,0,1,0.74,0.697,1.738953093,0.66,128,203,331
3274,14-08-2011,3,0,16,0,0,0,1,0.74,0.697,1.654106001,0.66,116,176,292
3275,14-08-2011,3,0,17,0,0,0,1,0.76,0.7121,1.765690143,0.62,133,196,329
3276,14-08-2011,3,0,18,0,0,0,1,0.74,0.697,1.85782965,0.66,125,222,347
3277,14-08-2011,3,0,19,0,0,0,1,0.72,0.697,1.834965429,0.74,75,184,259
3278,14-08-2011,3,0,20,0,0,0,1,0.7,0.6667,1.747614004,0.84,67,126,193
3279,14-08-2011,3,0,23,0,0,0,3,0.6,0.5606,1.722529758,0.83,5,22,27
3280,15-08-2011,3,0,1,0,1,1,2,0.6,0.5455,1.706258917,0.88,1,9,10
3281,15-08-2011,3,0,2,0,1,1,2,0.6,0.5606,1.666089281,0.83,0,3,3
3282,15-08-2011,3,0,3,0,1,1,1,0.6,0.5606,1.587720567,0.83,1,6,7
3283,15-08-2011,3,0,4,0,1,1,1,0.6,0.5606,1.606238529,0.83,1,4,5
3284,15-08-2011,3,0,8,0,1,1,1,0.64,0.5909,1.620285174,0.78,29,326,355
3285,15-08-2011,3,0,10,0,1,1,1,0.68,0.6364,1.591136967,0.69,54,87,141
3286,15-08-2011,3,0,11,0,1,1,2,0.72,0.6818,1.566633698,0.62,41,112,153
3287,15-08-2011,3,0,17,0,1,1,1,0.74,0.6667,1.621658626,0.51,59,471,530
3288,15-08-2011,3,0,18,0,1,1,1,0.7,0.6515,1.725899005,0.65,70,413,483
3289,15-08-2011,3,0,19,0,1,1,1,0.7,0.6515,1.72661207,0.65,54,343,397
3290,15-08-2011,3,0,22,0,1,1,1,0.66,0.6212,1.616354546,0.69,22,76,98
3291,16-08-2011,3,0,0,0,2,1,1,0.64,0.6061,1.595949015,0.69,8,23,31
3292,16-08-2011,3,0,1,0,2,1,1,0.64,0.6061,1.583267558,0.69,4,12,16
3293,16-08-2011,3,0,6,0,2,1,1,0.62,0.5909,1.575053621,0.73,4,115,119
3294,16-08-2011,3,0,7,0,2,1,1,0.64,0.6061,1.592595732,0.69,18,328,346
3295,16-08-2011,3,0,8,0,2,1,1,0.7,0.6515,1.616047789,0.58,24,417,441
3296,16-08-2011,3,0,9,0,2,1,1,0.68,0.6364,1.588201704,0.61,27,171,198
3297,16-08-2011,3,0,10,0,2,1,1,0.7,0.6515,1.532371931,0.58,28,83,111
3298,16-08-2011,3,0,17,0,2,1,1,0.76,0.6818,1.523982293,0.45,75,525,600
3299,16-08-2011,3,0,18,0,2,1,1,0.76,0.6818,1.511070287,0.45,54,516,570
3300,16-08-2011,3,0,19,0,2,1,1,0.74,0.6667,1.5158868,0.48,56,320,376
3301,16-08-2011,3,0,21,0,2,1,1,0.72,0.6667,1.550734805,0.54,38,177,215
3302,16-08-2011,3,0,22,0,2,1,1,0.7,0.6515,1.576826079,0.61,31,121,152
3303,17-08-2011,3,0,0,0,3,1,1,0.66,0.6212,1.575435751,0.69,8,16,24
3304,17-08-2011,3,0,3,0,3,1,1,0.64,0.5909,1.518397648,0.78,1,4,5
3305,17-08-2011,3,0,4,0,3,1,1,0.64,0.6061,1.448671487,0.73,0,5,5
3306,17-08-2011,3,0,5,0,3,1,1,0.64,0.6061,1.396378631,0.73,0,28,28
3307,17-08-2011,3,0,6,0,3,1,1,0.62,0.5909,1.440834774,0.78,4,101,105
3308,17-08-2011,3,0,8,0,3,1,1,0.7,0.6515,1.401705961,0.54,35,452,487
3309,17-08-2011,3,0,10,0,3,1,1,0.76,0.6818,1.350950825,0.43,27,91,118
3310,17-08-2011,3,0,13,0,3,1,1,0.8,0.7121,1.356416048,0.41,38,138,176
3311,17-08-2011,3,0,16,0,3,1,1,0.82,0.7424,1.344271853,0.43,62,238,300
3312,17-08-2011,3,0,17,0,3,1,1,0.8,0.7424,1.26905016,0.49,46,506,552
3313,17-08-2011,3,0,18,0,3,1,1,0.76,0.697,1.392133516,0.55,86,470,556
3314,17-08-2011,3,0,19,0,3,1,1,0.76,0.697,1.337315161,0.55,50,297,347
3315,17-08-2011,3,0,20,0,3,1,1,0.74,0.6818,1.287501806,0.58,37,243,280
3316,17-08-2011,3,0,21,0,3,1,1,0.72,0.6818,1.312608562,0.62,38,192,230
3317,17-08-2011,3,0,22,0,3,1,1,0.7,0.6515,1.36654966,0.65,29,142,171
3318,18-08-2011,3,0,0,0,4,1,1,0.68,0.6364,1.384217743,0.65,18,38,56
3319,18-08-2011,3,0,2,0,4,1,1,0.66,0.6212,1.341412062,0.65,2,4,6
3320,18-08-2011,3,0,5,0,4,1,1,0.64,0.5909,1.363213454,0.78,0,27,27
3321,18-08-2011,3,0,6,0,4,1,2,0.64,0.5909,1.337726927,0.78,6,97,103
3322,18-08-2011,3,0,8,0,4,1,1,0.66,0.6212,1.346728745,0.74,27,393,420
3323,18-08-2011,3,0,12,0,4,1,1,0.8,0.7424,1.324810978,0.52,34,139,173
3324,18-08-2011,3,0,13,0,4,1,1,0.8,0.7424,1.326034014,0.52,33,154,187
3325,18-08-2011,3,0,16,0,4,1,1,0.8,0.7273,1.363838221,0.46,49,196,245
3326,18-08-2011,3,0,17,0,4,1,3,0.8,0.7273,1.433659757,0.46,44,365,409
3327,18-08-2011,3,0,18,0,4,1,3,0.76,0.697,1.371391601,0.55,48,226,274
3328,18-08-2011,3,0,19,0,4,1,1,0.66,0.6061,1.293187137,0.83,26,115,141
3329,18-08-2011,3,0,21,0,4,1,2,0.68,0.6364,1.244538971,0.79,12,137,149
3330,18-08-2011,3,0,22,0,4,1,2,0.7,0.6667,1.191995078,0.74,18,117,135
3331,18-08-2011,3,0,23,0,4,1,2,0.7,0.6667,1.16192279,0.74,20,94,114
3332,19-08-2011,3,0,0,0,5,1,3,0.68,0.6364,1.215274401,0.69,9,53,62
3333,19-08-2011,3,0,1,0,5,1,3,0.64,0.5758,1.178997122,0.89,1,19,20
3334,19-08-2011,3,0,2,0,5,1,3,0.64,0.5758,1.090115018,0.83,0,8,8
3335,19-08-2011,3,0,4,0,5,1,1,0.64,0.5758,1.083453602,0.83,1,7,8
3336,19-08-2011,3,0,5,0,5,1,1,0.64,0.5758,1.070126201,0.83,1,16,17
3337,19-08-2011,3,0,6,0,5,1,1,0.64,0.5758,1.027040614,0.83,2,91,93
3338,19-08-2011,3,0,8,0,5,1,2,0.66,0.6061,0.940375302,0.83,30,368,398
3339,19-08-2011,3,0,9,0,5,1,1,0.7,0.6515,0.882027943,0.65,31,187,218
3340,19-08-2011,3,0,12,0,5,1,2,0.74,0.6818,0.945636354,0.62,54,168,222
3341,19-08-2011,3,0,13,0,5,1,2,0.76,0.7121,0.90405459,0.62,63,169,232
3342,19-08-2011,3,0,14,0,5,1,1,0.78,0.7273,0.874005584,0.55,78,142,220
3343,19-08-2011,3,0,15,0,5,1,1,0.8,0.7424,0.848899157,0.49,66,156,222
3344,19-08-2011,3,0,16,0,5,1,1,0.8,0.7424,0.919486901,0.49,66,261,327
3345,19-08-2011,3,0,17,0,5,1,1,0.76,0.7121,0.951377605,0.58,85,442,527
3346,19-08-2011,3,0,18,0,5,1,1,0.76,0.7121,0.957678734,0.58,88,337,425
3347,19-08-2011,3,0,20,0,5,1,3,0.62,0.5758,0.980166752,0.83,12,46,58
3348,19-08-2011,3,0,23,0,5,1,2,0.6,0.5455,0.998167175,0.88,18,88,106
3349,20-08-2011,3,0,1,0,6,0,1,0.62,0.5758,0.994887526,0.83,12,35,47
3350,20-08-2011,3,0,2,0,6,0,1,0.62,0.5909,0.98840116,0.78,10,59,69
3351,20-08-2011,3,0,4,0,6,0,2,0.6,0.5455,1.020071168,0.88,1,6,7
3352,20-08-2011,3,0,6,0,6,0,2,0.6,0.5606,0.983109174,0.83,6,18,24
3353,20-08-2011,3,0,7,0,6,0,1,0.62,0.5758,0.839824221,0.83,8,36,44
3354,20-08-2011,3,0,9,0,6,0,1,0.7,0.6515,0.837085303,0.65,51,139,190
3355,20-08-2011,3,0,10,0,6,0,1,0.72,0.6818,0.864861588,0.62,114,192,306
3356,20-08-2011,3,0,11,0,6,0,1,0.72,0.6667,0.843504572,0.58,115,223,338
3357,20-08-2011,3,0,12,0,6,0,1,0.74,0.6818,0.845373977,0.58,156,253,409
3358,20-08-2011,3,0,13,0,6,0,1,0.76,0.697,0.846266039,0.55,158,220,378
3359,20-08-2011,3,0,14,0,6,0,1,0.8,0.7424,0.833458064,0.49,147,228,375
3360,20-08-2011,3,0,15,0,6,0,1,0.8,0.7273,0.876143738,0.43,175,215,390
3361,20-08-2011,3,0,16,0,6,0,1,0.8,0.7273,0.944770086,0.46,151,222,373
3362,20-08-2011,3,0,17,0,6,0,1,0.8,0.7424,0.98752131,0.49,180,203,383
3363,20-08-2011,3,0,18,0,6,0,1,0.76,0.7121,1.068200818,0.58,169,225,394
3364,20-08-2011,3,0,20,0,6,0,1,0.74,0.6818,1.048029583,0.62,78,170,248
3365,20-08-2011,3,0,21,0,6,0,1,0.72,0.6818,0.992585436,0.7,81,144,225
3366,20-08-2011,3,0,22,0,6,0,2,0.7,0.6667,0.980700788,0.74,77,146,223
3367,21-08-2011,3,0,1,0,0,0,1,0.68,0.6364,0.960200052,0.79,17,69,86
3368,21-08-2011,3,0,2,0,0,0,1,0.68,0.6364,0.987769431,0.79,13,51,64
3369,21-08-2011,3,0,4,0,0,0,1,0.68,0.6364,1.004780218,0.83,1,5,6
3370,21-08-2011,3,0,5,0,0,0,1,0.66,0.5909,1.020268221,0.89,0,8,8
3371,21-08-2011,3,0,6,0,0,0,1,0.66,0.5909,1.007920591,0.89,4,10,14
3372,21-08-2011,3,0,9,0,0,0,1,0.72,0.697,1.015665985,0.74,80,151,231
3373,21-08-2011,3,0,10,0,0,0,1,0.74,0.7121,1.024620755,0.74,97,177,274
3374,21-08-2011,3,0,11,0,0,0,1,0.8,0.7879,1.046835072,0.63,132,181,313
3375,21-08-2011,3,0,12,0,0,0,1,0.82,0.803,1.076309996,0.59,135,239,374
3376,21-08-2011,3,0,13,0,0,0,1,0.8,0.7727,1.020949734,0.59,94,216,310
3377,21-08-2011,3,0,17,0,0,0,1,0.72,0.697,0.89356849,0.79,91,179,270
3378,21-08-2011,3,0,21,0,0,0,1,0.7,0.6667,0.8891872,0.79,45,93,138
3379,21-08-2011,3,0,22,0,0,0,2,0.7,0.6667,0.940230886,0.79,37,97,134
3380,21-08-2011,3,0,23,0,0,0,1,0.7,0.6667,1.003339929,0.74,20,48,68
